time,temperature,humidity,moisture
2025-11-30T10:52:13.149Z,30.8,42,100
,,,
2025-11-30T10:52:13.151Z,30.8,42,100
,,,
2025-11-30T10:52:13.153Z,30.8,42,100
,,,
2025-11-30T10:52:13.175Z,30.8,42,100
,,,
2025-11-30T10:52:13.178Z,30.8,42,100
,,,
2025-11-30T10:52:13.180Z,30.8,42,100
,,,
2025-11-30T10:52:13.182Z,30.8,42,100
,,,
2025-11-30T10:52:13.184Z,30.8,42,100
,,,
2025-11-30T10:52:13.186Z,30.8,42,100
,,,
2025-11-30T10:52:13.187Z,30.8,42,100
,,,
2025-11-30T10:52:13.189Z,30.8,42,100
,,,
2025-11-30T10:52:13.192Z,30.8,42,100
,,,
2025-11-30T10:52:13.194Z,30.8,42,100
,,,
2025-11-30T10:52:13.207Z,30.8,42,100
,,,
2025-11-30T10:52:13.209Z,30.8,42,100
,,,
2025-11-30T10:52:13.212Z,30.8,42,100
,,,
2025-11-30T10:52:13.221Z,30.8,42,100
,,,
2025-11-30T10:52:13.223Z,30.8,42,100
,,,
2025-11-30T10:52:13.225Z,30.8,42,100
,,,
2025-11-30T10:52:13.228Z,30.8,42,100
,,,
2025-11-30T10:52:13.230Z,30.8,42,100
,,,
2025-11-30T10:52:13.253Z,30.8,42,100
,,,
2025-11-30T10:52:13.255Z,30.8,42,100
,,,
2025-11-30T10:52:13.257Z,30.8,42,100
,,,
2025-11-30T10:52:13.259Z,30.8,42,100
,,,
2025-11-30T10:52:13.286Z,30.8,42,100
,,,
2025-11-30T10:52:13.288Z,30.8,42,100
,,,
2025-11-30T10:52:13.290Z,30.8,42,100
,,,
2025-11-30T10:52:13.293Z,30.8,42,100
,,,
2025-11-30T10:52:13.317Z,30.8,42,100
,,,
2025-11-30T10:52:13.320Z,30.8,42,100
,,,
2025-11-30T10:52:13.322Z,30.8,42,100
,,,
2025-11-30T10:52:13.333Z,30.8,42,100
,,,
2025-11-30T10:52:13.335Z,30.8,42,100
,,,
2025-11-30T10:52:13.337Z,30.8,42,100
,,,
2025-11-30T10:52:13.339Z,30.8,42,100
,,,
2025-11-30T10:52:13.341Z,30.8,42,100
,,,
2025-11-30T10:52:13.343Z,30.8,42,100
,,,
2025-11-30T10:52:13.345Z,30.8,42,100
,,,
2025-11-30T10:52:13.347Z,30.8,42,100
,,,
2025-11-30T10:52:13.364Z,30.8,42,100
,,,
2025-11-30T10:52:13.367Z,30.8,42,100
,,,
2025-11-30T10:52:13.369Z,30.8,42,100
,,,
2025-11-30T10:52:13.371Z,30.8,42,100
,,,
2025-11-30T10:52:13.373Z,30.8,42,100
,,,
2025-11-30T10:52:13.374Z,30.8,42,100
,,,
2025-11-30T10:52:13.376Z,30.8,42,100
,,,
2025-11-30T10:52:13.378Z,30.8,42,100
,,,
2025-11-30T10:52:13.381Z,30.8,42,100
,,,
2025-11-30T10:52:13.383Z,30.8,42,100
,,,
2025-11-30T10:52:13.396Z,30.8,42,100
,,,
2025-11-30T10:52:13.398Z,30.8,42,100
,,,
2025-11-30T10:52:13.400Z,30.8,42,100
,,,
2025-11-30T10:52:13.412Z,30.8,42,100
,,,
2025-11-30T10:52:13.414Z,30.8,42,100
,,,
2025-11-30T10:52:13.416Z,30.8,42,100
,,,
2025-11-30T10:52:13.418Z,30.8,42,100
,,,
2025-11-30T10:52:13.420Z,30.8,42,100
,,,
2025-11-30T10:52:13.422Z,30.8,42,100
,,,
2025-11-30T10:52:13.424Z,30.8,42,100
,,,
2025-11-30T10:52:13.445Z,30.8,42,100
,,,
2025-11-30T10:52:13.448Z,30.8,42,100
,,,
2025-11-30T10:52:13.450Z,30.8,42,100
,,,
2025-11-30T10:52:13.452Z,30.8,42,100
,,,
2025-11-30T10:52:13.454Z,30.8,42,100
,,,
2025-11-30T10:52:13.456Z,30.8,42,100
,,,
2025-11-30T10:52:13.476Z,30.8,42,100
,,,
2025-11-30T10:52:13.480Z,30.8,42,100
,,,
2025-11-30T10:52:13.494Z,30.8,42,100
,,,
2025-11-30T10:52:13.496Z,30.8,42,100
,,,
2025-11-30T10:52:13.499Z,30.8,42,100
,,,
2025-11-30T10:52:13.500Z,30.8,42,100
,,,
2025-11-30T10:52:13.502Z,30.8,42,100
,,,
2025-11-30T10:52:13.504Z,30.8,42,100
,,,
2025-11-30T10:52:13.506Z,30.8,42,100
,,,
2025-11-30T10:52:13.508Z,30.8,42,100
,,,
2025-11-30T10:52:13.526Z,30.8,42,100
,,,
2025-11-30T10:52:13.541Z,30.8,42,100
,,,
2025-11-30T10:52:13.543Z,30.8,42,100
,,,
2025-11-30T10:52:13.546Z,30.8,42,100
,,,
2025-11-30T10:52:13.548Z,30.8,42,100
,,,
2025-11-30T10:52:13.555Z,30.8,42,100
,,,
2025-11-30T10:52:13.558Z,30.8,42,100
,,,
2025-11-30T10:52:13.560Z,30.8,42,100
,,,
2025-11-30T10:52:13.571Z,30.8,42,100
,,,
2025-11-30T10:52:13.574Z,30.8,42,100
,,,
2025-11-30T10:52:13.588Z,30.8,42,100
,,,
2025-11-30T10:52:13.590Z,30.8,42,100
,,,
2025-11-30T10:52:13.605Z,30.8,42,100
,,,
2025-11-30T10:52:13.607Z,30.8,42,100
,,,
2025-11-30T10:52:13.609Z,30.8,42,100
,,,
2025-11-30T10:52:13.621Z,30.8,42,100
,,,
2025-11-30T10:52:13.637Z,30.8,42,100
,,,
2025-11-30T10:52:13.639Z,30.8,42,100
,,,
2025-11-30T10:52:13.652Z,30.8,42,100
,,,
2025-11-30T10:52:13.655Z,30.8,42,100
,,,
2025-11-30T10:52:13.668Z,30.8,42,100
,,,
2025-11-30T10:52:13.671Z,30.8,42,100
,,,
2025-11-30T10:52:13.674Z,30.8,42,100
,,,
2025-11-30T10:52:13.698Z,30.8,42,100
,,,
2025-11-30T10:52:13.700Z,30.8,42,100
,,,
2025-11-30T10:52:13.703Z,30.8,42,100
,,,
2025-11-30T10:52:13.705Z,30.8,42,100
,,,
2025-11-30T10:52:13.707Z,30.8,42,100
,,,
2025-11-30T10:52:13.730Z,30.8,42,100
,,,
2025-11-30T10:52:13.733Z,30.8,42,100
,,,
2025-11-30T10:52:13.748Z,30.8,42,100
,,,
2025-11-30T10:52:13.750Z,30.8,42,100
,,,
2025-11-30T10:52:13.763Z,30.8,42,100
,,,
2025-11-30T10:52:13.777Z,30.8,42,100
,,,
2025-11-30T10:52:13.781Z,30.8,42,100
,,,
2025-11-30T10:52:13.783Z,30.8,42,100
,,,
2025-11-30T10:52:13.794Z,30.8,42,100
,,,
2025-11-30T10:52:13.796Z,30.8,42,100
,,,
2025-11-30T10:52:13.811Z,30.8,42,100
,,,
2025-11-30T10:52:13.827Z,30.8,42,100
,,,
2025-11-30T10:52:13.842Z,30.8,42,100
,,,
2025-11-30T10:52:13.844Z,30.8,42,100
,,,
2025-11-30T10:52:13.846Z,30.8,42,100
,,,
2025-11-30T10:52:13.849Z,30.8,42,100
,,,
2025-11-30T10:52:13.872Z,30.8,42,100
,,,
2025-11-30T10:52:13.874Z,30.8,42,100
,,,
2025-11-30T10:52:13.876Z,30.8,42,100
,,,
2025-11-30T10:52:13.878Z,30.8,42,100
,,,
2025-11-30T10:52:13.881Z,30.8,42,100
,,,
2025-11-30T10:52:13.906Z,30.8,42,100
,,,
2025-11-30T10:52:13.908Z,30.8,42,100
,,,
2025-11-30T10:52:13.910Z,30.8,42,100
,,,
2025-11-30T10:52:13.912Z,30.8,42,100
,,,
2025-11-30T10:52:13.914Z,30.8,42,100
,,,
2025-11-30T10:52:13.916Z,30.8,42,100
,,,
2025-11-30T10:52:13.937Z,30.8,42,100
,,,
2025-11-30T10:52:13.939Z,30.8,42,100
,,,
2025-11-30T10:52:13.940Z,30.8,42,100
,,,
2025-11-30T10:52:13.942Z,30.8,42,100
,,,
2025-11-30T10:52:13.944Z,30.8,42,100
,,,
2025-11-30T10:52:13.946Z,30.8,42,100
,,,
2025-11-30T10:52:13.949Z,30.8,42,100
,,,
2025-11-30T10:52:13.970Z,30.8,42,100
,,,
2025-11-30T10:52:13.972Z,30.8,42,100
,,,
2025-11-30T10:52:13.974Z,30.8,42,100
,,,
2025-11-30T10:52:13.976Z,30.8,42,100
,,,
2025-11-30T10:52:13.977Z,30.8,42,100
,,,
2025-11-30T10:52:13.984Z,30.8,42,100
,,,
2025-11-30T10:52:13.986Z,30.8,42,100
,,,
2025-11-30T10:52:13.988Z,30.8,42,100
,,,
2025-11-30T10:52:13.990Z,30.8,42,100
,,,
2025-11-30T10:52:13.992Z,30.8,42,100
,,,
2025-11-30T10:52:13.993Z,30.8,42,100
,,,
2025-11-30T10:52:13.995Z,30.8,42,100
,,,
2025-11-30T10:52:13.998Z,30.8,42,100
,,,
2025-11-30T10:52:14.000Z,30.8,42,100
,,,
2025-11-30T10:52:14.002Z,30.8,42,100
,,,
2025-11-30T10:52:14.004Z,30.8,42,100
,,,
2025-11-30T10:52:14.016Z,30.8,42,100
,,,
2025-11-30T10:52:14.018Z,30.8,42,100
,,,
2025-11-30T10:52:14.020Z,30.8,42,100
,,,
2025-11-30T10:52:14.022Z,30.8,42,100
,,,
2025-11-30T10:52:14.024Z,30.8,42,100
,,,
2025-11-30T10:52:14.026Z,30.8,42,100
,,,
2025-11-30T10:52:14.028Z,30.8,42,100
,,,
2025-11-30T10:52:14.030Z,30.8,42,100
,,,
2025-11-30T10:52:14.032Z,30.8,42,100
,,,
2025-11-30T10:52:14.034Z,30.8,42,100
,,,
2025-11-30T10:52:14.036Z,30.8,42,100
,,,
2025-11-30T10:52:14.038Z,30.8,42,100
,,,
2025-11-30T10:52:14.040Z,30.8,42,100
,,,
2025-11-30T10:52:14.041Z,30.8,42,100
,,,
2025-11-30T10:52:14.043Z,30.8,42,100
,,,
2025-11-30T10:52:14.045Z,30.8,42,100
,,,
2025-11-30T10:52:14.048Z,30.8,42,100
,,,
2025-11-30T10:52:14.050Z,30.8,42,100
,,,
2025-11-30T10:52:14.052Z,30.8,42,100
,,,
2025-11-30T10:52:14.053Z,30.8,42,100
,,,
2025-11-30T10:52:14.055Z,30.8,42,100
,,,
2025-11-30T10:52:14.057Z,30.8,42,100
,,,
2025-11-30T10:52:14.059Z,30.8,42,100
,,,
2025-11-30T10:52:14.081Z,30.8,42,100
,,,
2025-11-30T10:52:14.084Z,30.8,42,100
,,,
2025-11-30T10:52:14.085Z,30.8,42,100
,,,
2025-11-30T10:52:14.087Z,30.8,42,100
,,,
2025-11-30T10:52:14.089Z,30.8,42,100
,,,
2025-11-30T10:52:14.091Z,30.8,42,100
,,,
2025-11-30T10:52:14.096Z,30.8,42,100
,,,
2025-11-30T10:52:14.098Z,30.8,42,100
,,,
2025-11-30T10:52:14.100Z,30.8,42,100
,,,
2025-11-30T10:52:14.113Z,30.8,42,100
,,,
2025-11-30T10:52:14.116Z,30.8,42,100
,,,
2025-11-30T10:52:14.118Z,30.8,42,100
,,,
2025-11-30T10:52:14.120Z,30.8,42,100
,,,
2025-11-30T10:52:14.122Z,30.8,42,100
,,,
2025-11-30T10:52:14.123Z,30.8,42,100
,,,
2025-11-30T10:52:14.125Z,30.8,42,100
,,,
2025-11-30T10:52:14.127Z,30.8,42,100
,,,
2025-11-30T10:52:14.129Z,30.8,42,100
,,,
2025-11-30T10:52:14.132Z,30.8,42,100
,,,
2025-11-30T10:52:14.134Z,30.8,42,100
,,,
2025-11-30T10:52:14.148Z,30.8,42,100
,,,
2025-11-30T10:52:14.150Z,30.8,42,100
,,,
2025-11-30T10:52:14.152Z,30.8,42,100
,,,
2025-11-30T10:52:14.154Z,30.8,42,100
,,,
2025-11-30T10:52:14.156Z,30.8,42,100
,,,
2025-11-30T10:52:14.157Z,30.8,42,100
,,,
2025-11-30T10:52:14.162Z,30.8,42,100
,,,
2025-11-30T10:52:14.165Z,30.8,42,100
,,,
2025-11-30T10:52:14.182Z,30.8,42,100
,,,
2025-11-30T10:52:14.198Z,30.8,42,100
,,,
2025-11-30T10:52:14.201Z,30.8,42,100
,,,
2025-11-30T10:52:14.215Z,30.8,42,100
,,,
2025-11-30T10:52:14.217Z,30.8,42,100
,,,
2025-11-30T10:52:14.219Z,30.8,42,100
,,,
2025-11-30T10:52:14.221Z,30.8,42,100
,,,
2025-11-30T10:52:14.223Z,30.8,42,100
,,,
2025-11-30T10:52:14.225Z,30.8,42,100
,,,
2025-11-30T10:52:14.248Z,30.8,42,100
,,,
2025-11-30T10:52:14.250Z,30.8,42,100
,,,
2025-11-30T10:52:14.252Z,30.8,42,100
,,,
2025-11-30T10:52:14.265Z,30.8,42,100
,,,
2025-11-30T10:52:14.267Z,30.8,42,100
,,,
2025-11-30T10:52:14.269Z,30.8,42,100
,,,
2025-11-30T10:52:14.271Z,30.8,42,100
,,,
2025-11-30T10:52:14.273Z,30.8,42,100
,,,
2025-11-30T10:52:14.275Z,30.8,42,100
,,,
2025-11-30T10:52:14.280Z,30.8,42,100
,,,
2025-11-30T10:52:14.283Z,30.8,42,100
,,,
2025-11-30T10:52:14.285Z,30.8,42,100
,,,
2025-11-30T10:52:14.287Z,30.8,42,100
,,,
2025-11-30T10:52:14.289Z,30.8,42,100
,,,
2025-11-30T10:52:14.290Z,30.8,42,100
,,,
2025-11-30T10:52:14.292Z,30.8,42,100
,,,
2025-11-30T10:52:14.294Z,30.8,42,100
,,,
2025-11-30T10:52:14.296Z,30.8,42,100
,,,
2025-11-30T10:52:14.298Z,30.8,42,100
,,,
2025-11-30T10:52:14.300Z,30.8,42,100
,,,
2025-11-30T10:52:14.302Z,30.8,42,100
,,,
2025-11-30T10:52:14.304Z,30.8,42,100
,,,
2025-11-30T10:52:14.306Z,30.8,42,100
,,,
2025-11-30T10:52:14.308Z,30.8,42,100
,,,
2025-11-30T10:52:14.310Z,30.8,42,100
,,,
2025-11-30T10:52:14.311Z,30.8,42,100
,,,
2025-11-30T10:52:14.313Z,30.8,42,100
,,,
2025-11-30T10:52:14.316Z,30.8,42,100
,,,
2025-11-30T10:52:14.318Z,30.8,42,100
,,,
2025-11-30T10:52:14.330Z,30.8,42,100
,,,
2025-11-30T10:52:14.333Z,30.8,42,100
,,,
2025-11-30T10:52:14.335Z,30.8,42,100
,,,
2025-11-30T10:52:14.337Z,30.8,42,100
,,,
2025-11-30T10:52:14.339Z,30.8,42,100
,,,
2025-11-30T10:52:14.341Z,30.8,42,100
,,,
2025-11-30T10:52:14.342Z,30.8,42,100
,,,
2025-11-30T10:52:14.346Z,30.8,42,100
,,,
2025-11-30T10:52:14.364Z,30.8,42,100
,,,
2025-11-30T10:52:14.368Z,30.8,42,100
,,,
2025-11-30T10:52:14.370Z,30.8,42,100
,,,
2025-11-30T10:52:14.372Z,30.8,42,100
,,,
2025-11-30T10:52:14.373Z,30.8,42,100
,,,
2025-11-30T10:52:14.381Z,30.8,42,100
,,,
2025-11-30T10:52:14.384Z,30.8,42,100
,,,
2025-11-30T10:52:14.400Z,30.8,42,100
,,,
2025-11-30T10:52:14.402Z,30.8,42,100
,,,
2025-11-30T10:52:14.404Z,30.8,42,100
,,,
2025-11-30T10:52:14.405Z,30.8,42,100
,,,
2025-11-30T10:52:14.407Z,30.8,42,100
,,,
2025-11-30T10:52:14.414Z,30.8,42,100
,,,
2025-11-30T10:52:14.417Z,30.8,42,100
,,,
2025-11-30T10:52:14.419Z,30.8,42,100
,,,
2025-11-30T10:52:14.431Z,30.8,42,100
,,,
2025-11-30T10:52:14.434Z,30.8,42,100
,,,
2025-11-30T10:52:14.436Z,30.8,42,100
,,,
2025-11-30T10:52:14.438Z,30.8,42,100
,,,
2025-11-30T10:52:14.439Z,30.8,42,100
,,,
2025-11-30T10:52:14.441Z,30.8,42,100
,,,
2025-11-30T10:52:14.443Z,30.8,42,100
,,,
2025-11-30T10:52:14.445Z,30.8,42,100
,,,
2025-11-30T10:52:14.447Z,30.8,42,100
,,,
2025-11-30T10:52:14.449Z,30.8,42,100
,,,
2025-11-30T10:52:14.466Z,30.8,42,100
,,,
2025-11-30T10:52:14.468Z,30.8,42,100
,,,
2025-11-30T10:52:14.470Z,30.8,42,100
,,,
2025-11-30T10:52:14.472Z,30.8,42,100
,,,
2025-11-30T10:52:14.474Z,30.8,42,100
,,,
2025-11-30T10:52:14.476Z,30.8,42,100
,,,
2025-11-30T10:52:14.478Z,30.8,42,100
,,,
2025-11-30T10:52:14.479Z,30.8,42,100
,,,
2025-11-30T10:52:14.482Z,30.8,42,100
,,,
2025-11-30T10:52:14.498Z,30.8,42,100
,,,
2025-11-30T10:52:14.501Z,30.8,42,100
,,,
2025-11-30T10:52:14.517Z,30.8,42,100
,,,
2025-11-30T10:52:14.534Z,30.8,42,100
,,,
2025-11-30T10:52:14.536Z,30.8,42,100
,,,
2025-11-30T10:52:14.538Z,30.8,42,100
,,,
2025-11-30T10:52:14.548Z,30.8,42,100
,,,
2025-11-30T10:52:14.551Z,30.8,42,100
,,,
2025-11-30T10:52:14.553Z,30.8,42,100
,,,
2025-11-30T10:52:14.554Z,30.8,42,100
,,,
2025-11-30T10:52:14.556Z,30.8,42,100
,,,
2025-11-30T10:52:14.558Z,30.8,42,100
,,,
2025-11-30T10:52:14.560Z,30.8,42,100
,,,
2025-11-30T10:52:14.582Z,30.8,42,100
,,,
2025-11-30T10:52:14.585Z,30.8,42,100
,,,
2025-11-30T10:52:14.587Z,30.8,42,100
,,,
2025-11-30T10:52:14.600Z,30.8,42,100
,,,
2025-11-30T10:52:14.616Z,30.8,42,100
,,,
2025-11-30T10:52:14.633Z,30.8,42,100
,,,
2025-11-30T10:52:14.649Z,30.8,42,100
,,,
2025-11-30T10:52:14.651Z,30.8,42,100
,,,
2025-11-30T10:52:14.653Z,30.8,42,100
,,,
2025-11-30T10:52:14.655Z,30.8,42,100
,,,
2025-11-30T10:52:14.657Z,30.8,42,100
,,,
2025-11-30T10:52:14.679Z,30.8,42,100
,,,
2025-11-30T10:52:14.682Z,30.8,42,100
,,,
2025-11-30T10:52:14.685Z,30.8,42,100
,,,
2025-11-30T10:52:14.687Z,30.8,42,100
,,,
2025-11-30T10:52:14.698Z,30.8,42,100
,,,
2025-11-30T10:52:14.700Z,30.8,42,100
,,,
2025-11-30T10:52:14.703Z,30.8,42,100
,,,
2025-11-30T10:52:14.718Z,30.8,42,100
,,,
2025-11-30T10:52:14.721Z,30.8,42,100
,,,
2025-11-30T10:52:14.734Z,30.8,42,100
,,,
2025-11-30T10:52:14.736Z,30.8,42,100
,,,
2025-11-30T10:52:14.738Z,30.8,42,100
,,,
2025-11-30T10:52:14.740Z,30.8,42,100
,,,
2025-11-30T10:52:14.742Z,30.8,42,100
,,,
